"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","type","likesCount","timestamp","caption","locationId","locationName"
"RajivMakhni","GadgetGuru","CellGuru","iPhone","BatteryLife","TechTips",,,,,,,,,,,,,,,"Video","293632","2024-06-16T04:28:42.000Z","Biggest iPhone battery problem solved ✅

The Best Trick to Save Your iPhone’s Battery

Share this with everyone annoyed by iPhone battery capacity.

These 3 simple tricks boost your iPhone battery by 50%. But are there any drawbacks? Do you lose any functionality? Watch the full video to find out.

Comment if you find this video helpful, and follow me, Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #iPhone #BatteryLife #TechTips",,
"RajivMakhni","GadgetGuru","Xiaomi14civi","Xiaomi","Leica","Technology","civi",,,,,,,,,,,,,,"Video","14650","2024-06-12T07:40:08.000Z","Can this Phone’s Leica camera beat iPhone?

Leica Camera for under ₹40,000

This phone’s camera can beat iPhone’s camera?

Share this with all the cameraphone lovers!

Xiaomi 14 civi is a no compromise Phone with great cameras powered by Leica.

Segments First and only Floating Quad Curved Display, Superfast Snapdragon 8s Gen 3
HyperOS with AI features, Dual Front cameras and a lot more features!

Watch the full reel to know all about this beast of a phone!

Have any questions? Put them in the comments, I’ll answer them all and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #Xiaomi14civi #Xiaomi #Leica #Technology #civi",,
"RajivMakhni","GadgetGuru","CellGuru","PrintPen","FoodPrinter","Food",,,,,,,,,,,,,,,"Video","8241","2024-06-08T04:30:31.000Z","A printer that prints on any food or drink! 

You can print on any food item with this food printer.

Share this with your friend who likes to create art on food.

Printing on objects was possible for a long time, but what if I tell you, you can now print on food? You heard me right, you can print on anything on any food item, be it cake, bread, burger, chapati, or even coffee amd milk. 

You can customize what you want to print, from texts, images, logos, your own photo or a mix of all!

The ink it uses is an FDA-approved safe-to-consume edible ink.

Watch through the video to know in-depth about it.

Comment below, what are you going to print first with this printer.
And follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #PrintPen #FoodPrinter #Food",,
"RajivMakhni","GadgetGuru","CellGuru","Scammers","CyberCrime","CyberFraud","Tech","Technology","Scam","Alert","GovtHelpline","GovtOfIndia","Helpline","Tips",,,,,,,"Video","14408","2024-06-07T04:34:27.000Z","How to stop Scam calls forever.

Scammer phone numbers deactivated permanently. 

Govt. of India Chakshu Facility launched! 

Share this with all your friends and family! 

Government of India has just launched the new chakshu facility on their ‘Sanchaar Saathi’ portal that aims to eradicate scam and fraud calls! 

It deactivates the fraud callers number with a few simple steps. 

How do you use it? ? Watch the full reel to find out. 

Have any questions? Put them in the comments, I’ll answer them all and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Scammers #CyberCrime #CyberFraud #Tech #Technology #Scam #Alert #GovtHelpline #GovtOfIndia #Helpline #Tips",,
"RajivMakhni","GadgetGuru","CellGuru","Smartphone","Camera","YouDeserveBetter","Leica","Photography","Tech","CameraTech","TheLeicaPetition",,,,,,,,,,"Video","3526","2024-06-09T04:30:16.000Z","Sign this petition to make your photos from ‘okay’ to GREAT! 

Share this with everyone you know! 

Smartphone cameras have always suffered in one department, the camera! 

Extreme saturation, artificial looking colours, terrible night photography, and bad dynamic range!

So I decided to start a petition. A very important one. 
To take our voice to brands and urge them to bring legacy camera brand hardware to all smartphones and not just the expensive flagships!

Watch the full video and sign my petition now to join the revolution!

Go to www.theleicapetition.com to sign the petition. 

Put your questions down below, I’ll answer them all and follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Smartphone #Camera #YouDeserveBetter #Leica #Photography #Tech #CameraTech #TheLeicaPetition",,
"RajivMakhni","GadgetGuru","CellGuru","Icemaker","IceMachine","Summers","Tech","Technology","Gadgets","HomeAppliances","KitchenAppliance",,,,,,,,,,"Video","37719","2024-05-31T04:28:28.000Z","This Machine makes Instant Ice Cubes

The machine that could make this sweltering summer an ice cold breeze. 

Share this with that friend who loves their drinks on the rocks! 

The heat is getting unbearable, but this one machine will help you tackle it. 
This is the Kilig S01, an instant ice maker that gives you square ice in minutes! 
No waiting for hours, no overnight freeze times and no more warm drinks! 

How does it work? What kind of ice does it make? How do you clean it? 
Everything shall be answered in this reel, watch till the end. 

Have any more questions? Put them in the comments, I promise to answer them all and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Icemaker #IceMachine #Summers #Tech #Technology #Gadgets #HomeAppliances #KitchenAppliance",,
"RajivMakhni","GadgetGuru","CellGuru","Tata","TataNEU","Tech","Technology",,,,,,,,,,,,,,"Video","1781","2024-06-05T13:11:35.000Z","This Credit Card Is Better Than Yours

You Won’t Believe the Perks of This Credit Card

Share this with everyone who predominantly uses credit cards and wants a lot more from them. 

The Tata NEU Credit Card comes with its own unique reward system and incredible iscounts. But what’s the reward system about? Are the discounts real and better than other cards? Watch the full video to find out.

Have any questions? Ask me in the comments and follow me, Rajiv Makhni, for all tech, no BS!

@tataneuofficial @visa.ind 

#RajivMakhni #GadgetGuru #CellGuru #Tata #TataNEU #Tech #Technology",,
"RajivMakhni","GadgetGuru","CellGuru","TV","SmartTV","Ads","AdFree","GoogleTV","Tips","TechTips",,,,,,,,,,,"Video","7472","2024-06-01T04:30:16.000Z","How to make your Smart TV Smarter and Faster 

Share this with that friend who has a super slow smart TV. 

Is your Google TV slow to boot up? 
Does it also have tons of ads and recommendations when you open it? 

I’m telling you the simplest and easiest to not only remove ads from your smart TV but also boost its performance. 

It only takes 5 seconds and requires no additional software as It’s a setting your TV already has! 

Watch the full reel to know how to use it. 

Have any questions? Put them in the comments, I’ll answer them all and follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #TV #SmartTV #Ads #AdFree #GoogleTV #Tips #TechTips",,
"RajivMakhni","CellGuru","GadgetGuru","Tech","vivo","vivoFold3Pro","TheBestFoldEver","madeinIndia","Fold","FoldingPhone","Foldables","Smartphones","Android",,,,,,,,"Video","4915","2024-06-03T12:30:28.000Z","I visited vivo’s mega factory! Ft. vivo X Fold 3 Pro

And made my own Folding Phone! 

Share this with someone’s waiting for the best folding phone to buy! 

I visited vivo’s factory to see how the upcoming vivo X Fold 3 Pro is made, 

This is a remarkable phone as it has not one, not two, but seven India first features that no other folding device in India has! 

Flagship Snapdragon processor, 100W Flash Charging, 5700mAh battery, and a lot more! 

Watch the full reel to know all about how vivo makes these incredible devices and everything else you need to know about the vivo X Fold3 Pro! 

Put your questions down in the comments, I’ll answer them all and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Tech #vivo #vivoFold3Pro #TheBestFoldEver #madeinIndia #Fold #FoldingPhone #Foldables #Smartphones #Android",,
"RajivMakhni","GadgetGuru","CellGuru","Lamborghini","Huracan","Cars","Automobiles","Speed","Tech","Technology","Review","Gadgets","Engine","revhead",,,,,,,"Video","4091","2024-06-02T04:31:17.000Z","I drove a Rs.5 Crore car!

What does 5 crore sounds like? 

Share this with all your petrolhead friends! 

I drove the Lamborghini Huracan EVO AWD and apart from costing Rs. 5 crore and having an incredible V10 engine, I’m going to take you through 5 insane features of this car! 

Is this the perfect super car? Watch the full reel to find out. 

Any questions or queries, put them down in the comments 
and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Lamborghini #Huracan #Cars #Automobiles #Speed #Tech #Technology #Review #Gadgets #Engine #revhead",,
"RajivMakhni","GadgetGuru","CellGuru","Samsung","SamsungGalaxy","collab","SamsungGalaxyF55","SamsungGalaxyFseries","GalaxyF55","CraftedByTheMasters",,,,,,,,,,,"Video","7454","2024-05-27T11:33:14.000Z","World First Review-Samsung Galaxy F55

Samsung has launched their first vegan leather phone

Share this with everyone who used the Samsung Grand 2, Samsung Note 3, or the Samsung S4 special edition.

The Samsung Galaxy F55 is the slimmest and lightest vegan leather phone and comes in this beautiful Apricot Crush colour. But is it all about good looks, good looks, good looks? Or do the features match the premium form factor? Watch the full video to find out!

Comment if you think Samsung should make this a norm and launch other phones in premium vegan leather, too. Follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Samsung #SamsungGalaxy #collab #SamsungGalaxyF55 #SamsungGalaxyFseries #GalaxyF55 #CraftedByTheMasters",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","TechTips","Reading","Subscriptions","PayWalls","Hacks","Gadgets",,,,,,,,,,"Video","9945","2024-05-26T04:33:27.000Z","Read all online articles for free!

Remove annoying paywalls in one click! 

Share this with all your friends! 

I’m telling you one simple trick that lets you remove all paywalls and “pay to read” blocks from websites. 

It is super easy and really quick! 
Watch the full video to find out how it works and never pay for reading something on the internet ever again! 

Put your thoughts down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #TechTips #Reading #Subscriptions #PayWalls #Hacks #Gadgets",,
"RajivMakhni","CellGuru","GadgetGuru","vivo","BestFoldEver","AndroidFoldables","vivoXFold3Pro","madeinindia",,,,,,,,,,,,,"Video","6423","2024-06-06T07:27:37.000Z","7 India First Features on vivo XFold 3 Pro

The best fold ever? 

Share this with anyone looking for the best folding phone! 

This phone has 7 India first features, and it’s slimmer than 5 rupee coins! 

The vivo XFold 3 Pro is here, and it packs in the best flagship processor, a display with 4500Nits brightness, the biggest possible display on a folding phone, and a camera powered by Zeiss! 

Watch the full reel to know all about this incredible device. 

Put your questions down in the comments, I’ll answer them all, and follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #vivo #BestFoldEver #AndroidFoldables #vivoXFold3Pro #madeinindia",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","TWS","ACWO","Earphones",,,,,,,,,,,,,"Video","2868","2024-05-29T12:30:47.000Z","Biggest TWS Problem, Solved?

True Noise Cancellation at just Rs. 1,899

Share this with everyone tired of fake Active Noise Cancellation 

ACwO claim that their TWS DwOTS Decibel has the best ANC under 2k. So we went out to the noisiest places and asked people there to try them. And the result was shocking! Watch the full video to find out.

Comment below if you want to be featured in our next video and follow me Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #TWS #ACWO #Earphones",,
"RajivMakhni","CellGuru","GadgetGuru","Party","OnePlus","ShotonOnePlus",,,,,,,,,,,,,,,"Video","2129","2024-05-21T12:51:31.000Z","The party that made headlines. 

Share this with everyone if you want to be at the next one.

A sneak peek into my super exclusive party in Bangalore with OnePlus, featuring some of the city’s biggest names as guests. Exquisite ambience, delicious food, the finest drinks, and incredible phones!

Put the name of your city in the comments below and maybe next time we can bring the party to your town. 

Follow me, Rajiv Makhni. All Tech, No BS!

#RajivMakhni #CellGuru #GadgetGuru #Party #OnePlus #ShotonOnePlus",,
"RajivMakhni","GadgetGuru","CellGuru","Ubon","Tech","Technology","Audio","Buds","TWS","Headphones",,,,,,,,,,,"Video","5187","2024-05-14T12:32:22.000Z","TWS buds with built-in touch screen! 

Share this with all your audiophile friends! 

These are the Ubon Future Pods, and they are truly what the future of TWS buds looks like. 

These have a built-in touch screen that allows you to change tracks and control your music/media without ever taking your phone out of your pocket. 

There’s a lot more the screen can do, but is it all worth it? Watch the full video to find out. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Ubon #Tech #Technology #Audio #Buds #TWS #Headphones",,
